Category,City,Country,Country Abbr,Current Year(Today),Customer,Customer ID,Customer Name,Order Date (DMY),Order Date (MDY),Order ID,Order ID1,Postal Code,Prior Year(Today),Product ID,Product Name,Purple Product,Region,Returned,Row ID,Segment,Sheet,Ship Date (DMY),Ship Date (MDY),Ship Date MDY - String,Ship Mode,Ship Mode (group),State,Sub-Category,Sub-Category (group),Table Name,Average Sales,Discount,Discount (copy),Number of Records,Order Count,Order Count Distinct,Profit,Profit %,Profit % - Row Level,Profit % Full,Profit %- Dynamic Aggregation,Quantity,Quantity Threshold,Sales,Test Set Calculation,Top Tier Color
Technology,New York City,United States,,2022,DENNY BLANTON,DB-13405,Denny Blanton,3/17/2018,3/17/2018,,CA-2018-140949,10011,2021,TEC-AC-10003038,Kingston Digital DataTraveler 16GB USB 2.0,False,East,,2455,Consumer,Orders,22/3/2018,3/22/2018,2018-03-22,Second Class,Basic,New York,Accessories,Accessories,Orders,71.6,0,0,1,0,0,13.604,0.19,0.19,19,0.19,8,8,71.6,0,All Other
Technology,New York City,United States,,2022,LOGAN CURRIE,LC-17140,Logan Currie,9/22/2018,9/22/2018,,CA-2018-162789,10035,2021,TEC-AC-10002842,WD My Passport Ultra 2TB Portable External Hard Drive,False,East,,9408,Consumer,Orders,24/9/2018,9/24/2018,2018-09-24,Second Class,Basic,New York,Accessories,Accessories,Orders,1071,0,0,1,0,0,171.36,0.16,0.16,16,0.16,9,9,1071,0,All Other
Technology,Lancaster,United States,,2022,MITCH WEBBER,MW-18220,Mitch Webber,12/27/2017,12/27/2017,,CA-2017-138667,43130,2021,TEC-AC-10003063,Micro Innovations USB RF Wireless Keyboard with Mouse,False,East,,7182,Consumer,Orders,30/12/2017,12/30/2017,2017-12-30,Second Class,Basic,Ohio,Accessories,Accessories,Orders,40,0.2,0.2,1,0,0,0.5,0.0125,0.0125,1.25,0.0125,2,2,40,0,All Other
Technology,Philadelphia,United States,,2022,JOSEPH AIRDO,JA-15970,Joseph Airdo,9/22/2018,9/22/2018,,CA-2018-158379,19134,2021,TEC-AC-10002926,Logitech Wireless Marathon Mouse M705,False,East,,1805,Consumer,Orders,26/9/2018,9/26/2018,2018-09-26,Second Class,Basic,Pennsylvania,Accessories,Accessories,Orders,79.984,0.2,0.2,1,0,0,22.9954,0.2875,0.2875,28.75,0.2875,2,2,79.984,0,All Other
Technology,Kent,United States,,2022,JOHN HUSTON,JH-15820,John Huston,1/27/2018,1/27/2018,,CA-2018-117870,44240,2021,TEC-AC-10000927,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,False,East,,2170,Consumer,Orders,30/1/2018,1/30/2018,2018-01-30,Second Class,Basic,Ohio,Accessories,Accessories,Orders,71.976,0.2,0.2,1,0,0,-8.997,-0.125,-0.125,-12.5,-0.125,3,3,71.976,0,All Other
Technology,Cincinnati,United States,,2022,RAYMOND BUCH,RB-19360,Raymond Buch,9/25/2018,9/25/2018,,CA-2018-162572,45231,2021,TEC-AC-10003628,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,False,East,,3143,Consumer,Orders,27/9/2018,9/27/2018,2018-09-27,Second Class,Basic,Ohio,Accessories,Accessories,Orders,119.96,0.2,0.2,1,0,0,35.988,0.3,0.3,30,0.3,5,5,119.96,119.96,All Other
Technology,Dublin,United States,,2022,CHRISTINE SUNDARESAM,CS-12355,Christine Sundaresam,6/16/2018,6/16/2018,,CA-2018-111269,43017,2021,TEC-AC-10001606,Logitech Wireless Performance Mouse MX for PC and Mac,False,East,,6745,Consumer,Orders,18/6/2018,6/18/2018,2018-06-18,Second Class,Basic,Ohio,Accessories,Accessories,Orders,479.952,0.2,0.2,1,0,0,107.9892,0.225,0.225,22.5,0.225,6,6,479.952,0,All Other
Technology,Philadelphia,United States,,2022,MARK HAMILTON,MH-17455,Mark Hamilton,7/13/2018,7/13/2018,,CA-2018-136364,19140,2021,TEC-PH-10003885,Cisco SPA508G,False,East,,4804,Consumer,Orders,17/7/2018,7/17/2018,2018-07-17,Second Class,Basic,Pennsylvania,Phones,Phones,Orders,39.594,0.4,0.4,1,0,0,-7.2589,-0.183333333,-0.183333333,-18.333333333,-0.183333333,1,1,39.594,0,All Other
Technology,Philadelphia,United States,,2022,NEOLA SCHNEIDER,NS-18505,Neola Schneider,1/19/2018,1/19/2018,,CA-2018-153045,19140,2021,TEC-PH-10001817,Wilson Electronics DB Pro Signal Booster,False,East,,9116,Consumer,Orders,24/1/2018,1/24/2018,2018-01-24,Second Class,Basic,Pennsylvania,Phones,Phones,Orders,429.6,0.4,0.4,1,0,0,-93.08,-0.216666667,-0.216666667,-21.666666667,-0.216666667,2,2,429.6,0,All Other
Technology,Kent,United States,,2022,JOHN HUSTON,JH-15820,John Huston,1/27/2018,1/27/2018,,CA-2018-117870,44240,2021,TEC-PH-10003931,JBL Micro Wireless Portable Bluetooth Speaker,False,East,,2171,Consumer,Orders,30/1/2018,1/30/2018,2018-01-30,Second Class,Basic,Ohio,Phones,Phones,Orders,107.982,0.4,0.4,1,0,0,-26.9955,-0.25,-0.25,-25,-0.25,3,3,107.982,0,All Other
Technology,Philadelphia,United States,,2022,EUGENE BARCHAS,EB-14110,Eugene Barchas,11/14/2017,11/14/2017,,CA-2017-121370,19134,2021,TEC-CO-10004115,Sharp AL-1530CS Digital Copier,False,East,,4813,Consumer,Orders,19/11/2017,11/19/2017,2017-11-19,Second Class,Basic,Pennsylvania,Copiers,Copiers,Orders,1199.976,0.4,0.4,1,0,0,179.9964,0.15,0.15,15,0.15,4,4,1199.976,0,All Other
Technology,New York City,United States,,2022,CHUCK SACHS,CS-12460,Chuck Sachs,12/3/2018,12/3/2018,,CA-2018-148691,10009,2021,TEC-PH-10000576,AT&T 1080 Corded phone,False,East,,2465,Consumer,Orders,9/12/2018,12/9/2018,2018-12-09,Standard Class,Basic,New York,Phones,Phones,Orders,136.99,0,0,1,0,0,36.9873,0.27,0.27,27,0.27,1,1,136.99,0,All Other
Technology,Middletown,United States,,2022,ROGER DEMIR,RD-19720,Roger Demir,3/20/2018,3/20/2018,,US-2018-143770,06457,2021,TEC-AC-10002842,WD My Passport Ultra 2TB Portable External Hard Drive,False,East,,8155,Consumer,Orders,24/3/2018,3/24/2018,2018-03-24,Standard Class,Basic,Connecticut,Accessories,Accessories,Orders,238,0,0,1,0,0,38.08,0.16,0.16,16,0.16,2,2,238,0,All Other
Technology,New Bedford,United States,,2022,CHARLES MCCROSSIN,CM-12160,Charles McCrossin,8/18/2018,8/18/2018,,CA-2018-162936,02740,2021,TEC-AC-10003614,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",False,East,,8607,Consumer,Orders,22/8/2018,8/22/2018,2018-08-22,Standard Class,Basic,Massachusetts,Accessories,Accessories,Orders,23.18,0,0,1,0,0,7.6494,0.33,0.33,33,0.33,2,2,23.18,0,All Other
Technology,New York City,United States,,2022,PATRICK GARDNER,PG-18820,Patrick Gardner,9/1/2017,9/1/2017,,CA-2017-151561,10011,2021,TEC-AC-10003399,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,False,East,,6078,Consumer,Orders,7/9/2017,9/7/2017,2017-09-07,Standard Class,Basic,New York,Accessories,Accessories,Orders,72.48,0,0,1,0,0,30.4416,0.42,0.42,42,0.42,2,2,72.48,0,All Other
Technology,Manchester,United States,,2022,JAMIE FRAZER,JF-15190,Jamie Frazer,7/9/2018,7/9/2018,,CA-2018-121083,06040,2021,TEC-PH-10001336,Digium D40 VoIP phone,False,East,,6143,Consumer,Orders,15/7/2018,7/15/2018,2018-07-15,Standard Class,Basic,Connecticut,Phones,Phones,Orders,257.98,0,0,1,0,0,74.8142,0.29,0.29,29,0.29,2,2,257.98,0,All Other
Technology,Passaic,United States,,2022,ART FERGUSON,AF-10870,Art Ferguson,5/22/2017,5/22/2017,,CA-2017-146934,07055,2021,TEC-PH-10001336,Digium D40 VoIP phone,False,East,,2446,Consumer,Orders,27/5/2017,5/27/2017,2017-05-27,Standard Class,Basic,New Jersey,Phones,Phones,Orders,257.98,0,0,1,0,0,74.8142,0.29,0.29,29,0.29,2,2,257.98,0,All Other
Technology,New York City,United States,,2022,MEG TILLMAN,MT-17815,Meg Tillman,3/13/2018,3/13/2018,,US-2018-146906,10011,2021,TEC-PH-10001809,Panasonic KX T7736-B Digital phone,False,East,,8295,Consumer,Orders,17/3/2018,3/17/2018,2018-03-17,Standard Class,Basic,New York,Phones,Phones,Orders,299.9,0,0,1,0,0,74.975,0.25,0.25,25,0.25,2,2,299.9,0,All Other
Technology,New York City,United States,,2022,ALLEN ARMOLD,AA-10375,Allen Armold,12/11/2018,12/11/2018,,CA-2018-100230,10035,2021,TEC-PH-10004522,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,False,East,,6750,Consumer,Orders,15/12/2018,12/15/2018,2018-12-15,Standard Class,Basic,New York,Phones,Phones,Orders,116.98,0,0,1,0,0,29.245,0.25,0.25,25,0.25,2,2,116.98,0,All Other
Technology,New York City,United States,,2022,DARREN POWERS,DP-13000,Darren Powers,11/14/2017,11/14/2017,,CA-2017-166618,10035,2021,TEC-PH-10003356,"SmartStand Mobile Device Holder, Assorted Colors",False,East,,9178,Consumer,Orders,18/11/2017,11/18/2017,2017-11-18,Standard Class,Basic,New York,Phones,Phones,Orders,13.98,0,0,1,0,0,3.9144,0.28,0.28,28,0.28,2,2,13.98,0,All Other
Technology,New York City,United States,,2022,KUNST MILLER,KM-16720,Kunst Miller,4/19/2017,4/19/2017,,CA-2017-109666,10035,2021,TEC-PH-10004774,Gear Head AU3700S Headset,False,East,,7108,Consumer,Orders,26/4/2017,4/26/2017,2017-04-26,Standard Class,Basic,New York,Phones,Phones,Orders,25.98,0,0,1,0,0,0.779400000,0.03,0.03,3,0.03,2,2,25.98,0,All Other
Technology,Belleville,United States,,2022,TOBY RITTER,TR-21325,Toby Ritter,6/20/2018,6/20/2018,,CA-2018-101434,07109,2021,TEC-AC-10002402,Razer Kraken PRO Over Ear PC and Music Headset,False,East,,823,Consumer,Orders,27/6/2018,6/27/2018,2018-06-27,Standard Class,Basic,New Jersey,Accessories,Accessories,Orders,239.97,0,0,1,0,0,71.991,0.3,0.3,30,0.3,3,3,239.97,0,All Other
Technology,East Orange,United States,,2022,PATRICK O'DONNELL,PO-18865,Patrick O'Donnell,12/25/2018,12/25/2018,,CA-2018-108756,07017,2021,TEC-AC-10003237,Memorex Micro Travel Drive 4 GB,False,East,,9377,Consumer,Orders,29/12/2018,12/29/2018,2018-12-29,Standard Class,Basic,New Jersey,Accessories,Accessories,Orders,31.8,0,0,1,0,0,13.674,0.43,0.43,43,0.43,3,3,31.8,0,All Other
Technology,Lakewood,United States,,2022,NORA PAIGE,NP-18670,Nora Paige,10/12/2018,10/12/2018,,CA-2018-150091,08701,2021,TEC-AC-10002167,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,False,East,,8422,Consumer,Orders,16/10/2018,10/16/2018,2018-10-16,Standard Class,Basic,New Jersey,Accessories,Accessories,Orders,45,0,0,1,0,0,4.95,0.11,0.11,11,0.11,3,3,45,0,All Other
Technology,New York City,United States,,2022,BRYAN DAVIS,BD-11770,Bryan Davis,11/11/2017,11/11/2017,,CA-2017-124667,10011,2021,TEC-AC-10003447,Micropad Numeric Keypads,False,East,,1780,Consumer,Orders,16/11/2017,11/16/2017,2017-11-16,Standard Class,Basic,New York,Accessories,Accessories,Orders,59.97,0,0,1,0,0,14.9925,0.25,0.25,25,0.25,3,3,59.97,0,All Other
Technology,New York City,United States,,2022,ANDREW ROBERTS,AR-10510,Andrew Roberts,12/26/2017,12/26/2017,,CA-2017-147536,10024,2021,TEC-AC-10003280,Belkin F8E887 USB Wired Ergonomic Keyboard,False,East,,3351,Consumer,Orders,31/12/2017,12/31/2017,2017-12-31,Standard Class,Basic,New York,Accessories,Accessories,Orders,89.97,0,0,1,0,0,18.8937,0.21,0.21,21,0.21,3,3,89.97,0,All Other
Technology,New York City,United States,,2022,JILL FJELD,JF-15565,Jill Fjeld,2/16/2017,2/16/2017,,CA-2017-105781,10024,2021,TEC-AC-10003628,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,False,East,,9723,Consumer,Orders,20/2/2017,2/20/2017,2017-02-20,Standard Class,Basic,New York,Accessories,Accessories,Orders,89.97,0,0,1,0,0,39.5868,0.44,0.44,44,0.44,3,3,89.97,0,All Other
Technology,Newark,United States,,2022,HUNTER LOPEZ,HL-15040,Hunter Lopez,11/17/2018,11/17/2018,,CA-2018-166709,19711,2021,TEC-CO-10004722,Canon imageCLASS 2200 Advanced Copier,False,East,,4191,Consumer,Orders,22/11/2018,11/22/2018,2018-11-22,Standard Class,Basic,Delaware,Copiers,Copiers,Orders,10499.97,0,0,1,0,0,5039.9856,0.48,0.48,48,0.48,3,3,10499.97,0,All Other
Technology,Baltimore,United States,,2022,RYAN CROWE,RC-19960,Ryan Crowe,11/14/2017,11/14/2017,,US-2017-144351,21215,2021,TEC-PH-10001644,"BlueLounge Milo Smartphone Stand, White/Metallic",False,East,,7180,Consumer,Orders,18/11/2017,11/18/2017,2017-11-18,Standard Class,Basic,Maryland,Phones,Phones,Orders,89.97,0,0,1,0,0,25.1916,0.28,0.28,28,0.28,3,3,89.97,0,All Other
Technology,Rockville,United States,,2022,JOEL EATON,JE-15745,Joel Eaton,12/1/2017,12/1/2017,,CA-2017-113621,20852,2021,TEC-PH-10003931,JBL Micro Wireless Portable Bluetooth Speaker,False,East,,1179,Consumer,Orders,5/12/2017,12/5/2017,2017-12-05,Standard Class,Basic,Maryland,Phones,Phones,Orders,179.97,0,0,1,0,0,44.9925,0.25,0.25,25,0.25,3,3,179.97,0,All Other
Technology,Paterson,United States,,2022,DEAN BRADEN,DB-13210,Dean Braden,12/21/2018,12/21/2018,,CA-2018-165841,07501,2021,TEC-PH-10002103,Jabra SPEAK 410,False,East,,1967,Consumer,Orders,28/12/2018,12/28/2018,2018-12-28,Standard Class,Basic,New Jersey,Phones,Phones,Orders,281.97,0,0,1,0,0,78.9516,0.28,0.28,28,0.28,3,3,281.97,0,All Other
Technology,Long Beach,United States,,2022,CLAY LUDTKE,CL-12565,Clay Ludtke,9/14/2017,9/14/2017,,CA-2017-153178,11561,2021,TEC-PH-10001944,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,False,East,,9781,Consumer,Orders,18/9/2017,9/18/2017,2017-09-18,Standard Class,Basic,New York,Phones,Phones,Orders,437.85,0,0,1,0,0,131.355,0.3,0.3,30,0.3,3,3,437.85,437.85,All Other
Technology,New York City,United States,,2022,STEVEN CARTWRIGHT,SC-20725,Steven Cartwright,6/26/2018,6/26/2018,,CA-2018-163531,10024,2021,TEC-PH-10001425,Mophie Juice Pack Helium for iPhone,False,East,,4865,Consumer,Orders,30/6/2018,6/30/2018,2018-06-30,Standard Class,Basic,New York,Phones,Phones,Orders,239.97,0,0,1,0,0,67.1916,0.28,0.28,28,0.28,3,3,239.97,0,All Other
Technology,New York City,United States,,2022,AMY HUNT,AH-10465,Amy Hunt,5/14/2018,5/14/2018,,CA-2018-115546,10035,2021,TEC-PH-10002834,Google Nexus 5,False,East,,4161,Consumer,Orders,18/5/2018,5/18/2018,2018-05-18,Standard Class,Basic,New York,Phones,Phones,Orders,539.97,0,0,1,0,0,134.9925,0.25,0.25,25,0.25,3,3,539.97,0,All Other
Technology,New York City,United States,,2022,TOBY GNADE,TG-21310,Toby Gnade,1/27/2018,1/27/2018,,US-2018-104437,10035,2021,TEC-PH-10000193,Jensen SMPS-640 - speaker phone,False,East,,7222,Consumer,Orders,31/1/2018,1/31/2018,2018-01-31,Standard Class,Basic,New York,Phones,Phones,Orders,137.94,0,0,1,0,0,35.8644,0.26,0.26,26,0.26,3,3,137.94,0,All Other
Technology,Long Beach,United States,,2022,AIMEE BIXBY,AB-10150,Aimee Bixby,9/4/2018,9/4/2018,,CA-2018-120761,11561,2021,TEC-AC-10000171,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",False,East,,1556,Consumer,Orders,8/9/2018,9/8/2018,2018-09-08,Standard Class,Basic,New York,Accessories,Accessories,Orders,91.96,0,0,1,0,0,39.5428,0.43,0.43,43,0.43,4,4,91.96,0,All Other
Technology,New York City,United States,,2022,FRANK PREIS,FP-14320,Frank Preis,11/7/2018,11/7/2018,,CA-2018-113572,10024,2021,TEC-AC-10002370,Maxell CD-R Discs,False,East,,8331,Consumer,Orders,11/11/2018,11/11/2018,2018-11-11,Standard Class,Basic,New York,Accessories,Accessories,Orders,7.88,0,0,1,0,0,2.5216,0.32,0.32,32,0.32,4,4,7.88,0,All Other
Technology,Morristown,United States,,2022,GARY ZANDUSKY,GZ-14470,Gary Zandusky,9/17/2018,9/17/2018,,CA-2018-126928,07960,2021,TEC-MA-10004626,Lexmark 20R1285 X6650 Wireless All-in-One Printer,False,East,,8878,Consumer,Orders,23/9/2018,9/23/2018,2018-09-23,Standard Class,Basic,New Jersey,Machines,Machines,Orders,480,0,0,1,0,0,225.6,0.47,0.47,47,0.47,4,4,480,0,All Other
Technology,Passaic,United States,,2022,ART FERGUSON,AF-10870,Art Ferguson,5/22/2017,5/22/2017,,CA-2017-146934,07055,2021,TEC-AC-10002399,SanDisk Cruzer 32 GB USB Flash Drive,False,East,,2444,Consumer,Orders,27/5/2017,5/27/2017,2017-05-27,Standard Class,Basic,New Jersey,Accessories,Accessories,Orders,95.1,0,0,1,0,0,30.432,0.32,0.32,32,0.32,5,5,95.1,0,All Other
Technology,New Rochelle,United States,,2022,JEREMY ELLISON,JE-15475,Jeremy Ellison,6/20/2018,6/20/2018,,CA-2018-132934,10801,2021,TEC-AC-10000927,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,False,East,,890,Consumer,Orders,26/6/2018,6/26/2018,2018-06-26,Standard Class,Basic,New York,Accessories,Accessories,Orders,149.95,0,0,1,0,0,14.995,0.1,0.1,10,0.1,5,5,149.95,0,All Other
Technology,New York City,United States,,2022,CAROLINE JUMPER,CJ-12010,Caroline Jumper,5/7/2017,5/7/2017,,CA-2017-128818,10009,2021,TEC-AC-10001767,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,False,East,,2184,Consumer,Orders,11/5/2017,5/11/2017,2017-05-11,Standard Class,Basic,New York,Accessories,Accessories,Orders,199.95,0,0,1,0,0,21.9945,0.11,0.11,11,0.11,5,5,199.95,0,All Other
Technology,New York City,United States,,2022,SUSAN VITTORINI,SV-20935,Susan Vittorini,11/5/2018,11/5/2018,,CA-2018-116225,10009,2021,TEC-AC-10001432,Enermax Aurora Lite Keyboard,False,East,,2308,Consumer,Orders,9/11/2018,11/9/2018,2018-11-09,Standard Class,Basic,New York,Accessories,Accessories,Orders,390.75,0,0,1,0,0,171.93,0.44,0.44,44,0.44,5,5,390.75,0,All Other
Technology,New York City,United States,,2022,CAROLINE JUMPER,CJ-12010,Caroline Jumper,5/7/2017,5/7/2017,,CA-2017-128818,10009,2021,TEC-MA-10000488,Bady BDG101FRU Card Printer,False,East,,2183,Consumer,Orders,11/5/2017,5/11/2017,2017-05-11,Standard Class,Basic,New York,Machines,Machines,Orders,3999.95,0,0,1,0,0,1159.9855,0.29,0.29,29,0.29,5,5,3999.95,0,All Other
Technology,Baltimore,United States,,2022,JAY FEIN,JF-15355,Jay Fein,7/30/2018,7/30/2018,,CA-2018-141103,21215,2021,TEC-PH-10003589,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,False,East,,7739,Consumer,Orders,6/8/2018,8/6/2018,2018-08-06,Standard Class,Basic,Maryland,Phones,Phones,Orders,89.95,0,0,1,0,0,43.176,0.48,0.48,48,0.48,5,5,89.95,0,All Other
Technology,Passaic,United States,,2022,ART FERGUSON,AF-10870,Art Ferguson,5/22/2017,5/22/2017,,CA-2017-146934,07055,2021,TEC-PH-10004614,AT&T 841000 Phone,False,East,,2441,Consumer,Orders,27/5/2017,5/27/2017,2017-05-27,Standard Class,Basic,New Jersey,Phones,Phones,Orders,345,0,0,1,0,0,86.25,0.25,0.25,25,0.25,5,5,345,0,All Other
Technology,Long Beach,United States,,2022,DAVE KIPP,DK-13090,Dave Kipp,11/18/2018,11/18/2018,,CA-2018-104913,11561,2021,TEC-PH-10000923,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",False,East,,5750,Consumer,Orders,22/11/2018,11/22/2018,2018-11-22,Standard Class,Basic,New York,Phones,Phones,Orders,74.95,0,0,1,0,0,36.7255,0.49,0.49,49,0.49,5,5,74.95,0,All Other
Technology,New York City,United States,,2022,DENNY ORDWAY,DO-13435,Denny Ordway,3/31/2018,3/31/2018,,CA-2018-102771,10035,2021,TEC-PH-10001536,Spigen Samsung Galaxy S5 Case Wallet,False,East,,2150,Consumer,Orders,5/4/2018,4/5/2018,2018-04-05,Standard Class,Basic,New York,Phones,Phones,Orders,84.95,0,0,1,0,0,22.087,0.26,0.26,26,0.26,5,5,84.95,0,All Other
Technology,New York City,United States,,2022,PATRICK GARDNER,PG-18820,Patrick Gardner,9/1/2017,9/1/2017,,CA-2017-151561,10011,2021,TEC-AC-10001432,Enermax Aurora Lite Keyboard,False,East,,6077,Consumer,Orders,7/9/2017,9/7/2017,2017-09-07,Standard Class,Basic,New York,Accessories,Accessories,Orders,468.9,0,0,1,0,0,206.316,0.44,0.44,44,0.44,6,6,468.9,0,All Other
Technology,New York City,United States,,2022,NEOMA MURRAY,NM-18520,Neoma Murray,5/31/2017,5/31/2017,,CA-2017-168844,10011,2021,TEC-PH-10003215,Jackery Bar Premium Fast-charging Portable Charger,False,East,,9632,Consumer,Orders,6/6/2017,6/6/2017,2017-06-06,Standard Class,Basic,New York,Phones,Phones,Orders,179.7,0,0,1,0,0,88.053,0.49,0.49,49,0.49,6,6,179.7,0,All Other
Technology,Yonkers,United States,,2022,KAREN DANIELS,KD-16270,Karen Daniels,3/1/2017,3/1/2017,,US-2017-143819,10701,2021,TEC-MA-10003979,Ativa V4110MDD Micro-Cut Shredder,False,East,,1086,Consumer,Orders,5/3/2017,3/5/2017,2017-03-05,Standard Class,Basic,New York,Machines,Machines,Orders,4899.93,0,0,1,0,0,2400.9657,0.49,0.49,49,0.49,7,7,4899.93,0,All Other
Technology,New York City,United States,,2022,PATRICK O'DONNELL,PO-18865,Patrick O'Donnell,12/30/2018,12/30/2018,,CA-2018-143259,10009,2021,TEC-PH-10004774,Gear Head AU3700S Headset,False,East,,908,Consumer,Orders,3/1/2019,1/3/2019,2019-01-03,Standard Class,Basic,New York,Phones,Phones,Orders,90.93,0,0,1,0,0,2.7279,0.03,0.03,3,0.03,7,7,90.93,0,All Other
Technology,New York City,United States,,2022,SCOTT WILLIAMSON,SW-20275,Scott Williamson,11/10/2017,11/10/2017,,CA-2017-127761,10009,2021,TEC-PH-10003691,BlackBerry Q10,False,East,,9250,Consumer,Orders,14/11/2017,11/14/2017,2017-11-14,Standard Class,Basic,New York,Phones,Phones,Orders,881.93,0,0,1,0,0,220.4825,0.25,0.25,25,0.25,7,7,881.93,0,All Other
Technology,Yonkers,United States,,2022,TONY MOLINARI,TM-21490,Tony Molinari,7/27/2018,7/27/2018,,CA-2018-108791,10701,2021,TEC-PH-10002660,Nortel Networks T7316 E Nt8 B27,False,East,,5298,Consumer,Orders,31/7/2018,7/31/2018,2018-07-31,Standard Class,Basic,New York,Phones,Phones,Orders,543.92,0,0,1,0,0,135.98,0.25,0.25,25,0.25,8,8,543.92,0,All Other
Technology,Philadelphia,United States,,2022,HELEN ANDREADA,HA-14920,Helen Andreada,12/10/2018,12/10/2018,,CA-2018-157651,19120,2021,TEC-AC-10003116,Memorex Froggy Flash Drive 8 GB,False,East,,1318,Consumer,Orders,14/12/2018,12/14/2018,2018-12-14,Standard Class,Basic,Pennsylvania,Accessories,Accessories,Orders,14.2,0.2,0.2,1,0,0,3.3725,0.2375,0.2375,23.75,0.2375,1,1,14.2,0,All Other
Technology,Philadelphia,United States,,2022,BRYAN DAVIS,BD-11770,Bryan Davis,3/10/2017,3/10/2017,,US-2017-122182,19143,2021,TEC-AC-10002800,Plantronics Audio 478 Stereo USB Headset,False,East,,4063,Consumer,Orders,14/3/2017,3/14/2017,2017-03-14,Standard Class,Basic,Pennsylvania,Accessories,Accessories,Orders,39.992,0.2,0.2,1,0,0,7.4985,0.1875,0.1875,18.75,0.1875,1,1,39.992,0,All Other
Technology,Lancaster,United States,,2022,JACK LEBRON,JL-15130,Jack Lebron,4/11/2018,4/11/2018,,US-2018-100482,43130,2021,TEC-AC-10003441,Kingston Digital DataTraveler 32GB USB 2.0,False,East,,4352,Consumer,Orders,15/4/2018,4/15/2018,2018-04-15,Standard Class,Basic,Ohio,Accessories,Accessories,Orders,27.12,0.2,0.2,1,0,0,-4.746,-0.175,-0.175,-17.5,-0.175,2,2,27.12,0,All Other
Technology,Marion,United States,,2022,HUNTER GLANTZ,HG-15025,Hunter Glantz,6/12/2018,6/12/2018,,CA-2018-117821,43302,2021,TEC-AC-10004469,Microsoft Sculpt Comfort Mouse,False,East,,5497,Consumer,Orders,16/6/2018,6/16/2018,2018-06-16,Standard Class,Basic,Ohio,Accessories,Accessories,Orders,63.92,0.2,0.2,1,0,0,19.176,0.3,0.3,30,0.3,2,2,63.92,0,All Other
Technology,Lancaster,United States,,2022,CINDY STEWART,CS-12505,Cindy Stewart,11/25/2017,11/25/2017,,CA-2017-108196,43130,2021,TEC-AC-10000926,NETGEAR RangeMax WNR1000 Wireless Router,False,East,,7774,Consumer,Orders,2/12/2017,12/2/2017,2017-12-02,Standard Class,Basic,Ohio,Accessories,Accessories,Orders,59.976,0.2,0.2,1,0,0,11.9952,0.2,0.2,20,0.2,3,3,59.976,0,All Other
Technology,Philadelphia,United States,,2022,PETER BÜHLER,PB-19105,Peter Bühler,11/3/2018,11/3/2018,,US-2018-101518,19140,2021,TEC-AC-10001553,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",False,East,,7716,Consumer,Orders,8/11/2018,11/8/2018,2018-11-08,Standard Class,Basic,Pennsylvania,Accessories,Accessories,Orders,40.776,0.2,0.2,1,0,0,0.5097,0.0125,0.0125,1.25,0.0125,3,3,40.776,0,All Other
Technology,Springfield,United States,,2022,HELEN ABELMAN,HA-14905,Helen Abelman,9/10/2018,9/10/2018,,CA-2018-123036,45503,2021,TEC-AC-10003499,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,False,East,,6886,Consumer,Orders,17/9/2018,9/17/2018,2018-09-17,Standard Class,Basic,Ohio,Accessories,Accessories,Orders,37.056,0.2,0.2,1,0,0,8.8008,0.2375,0.2375,23.75,0.2375,4,4,37.056,0,All Other
Technology,Philadelphia,United States,,2022,MICHAEL MOORE,MM-17920,Michael Moore,9/4/2018,9/4/2018,,CA-2018-117394,19120,2021,TEC-AC-10000199,Kingston Digital DataTraveler 8GB USB 2.0,False,East,,4121,Consumer,Orders,10/9/2018,9/10/2018,2018-09-10,Standard Class,Basic,Pennsylvania,Accessories,Accessories,Orders,19.04,0.2,0.2,1,0,0,-1.428,-0.075,-0.075,-7.5,-0.075,4,4,19.04,0,All Other
Technology,Fairfield,United States,,2022,SUSAN VITTORINI,SV-20935,Susan Vittorini,12/25/2018,12/25/2018,,US-2018-147669,45014,2021,TEC-AC-10002473,Maxell 4.7GB DVD-R,False,East,,2424,Consumer,Orders,30/12/2018,12/30/2018,2018-12-30,Standard Class,Basic,Ohio,Accessories,Accessories,Orders,158.928,0.2,0.2,1,0,0,41.7186,0.2625,0.2625,26.25,0.2625,7,7,158.928,0,All Other
